panel_code,panel_name,procedure_code,procedure_name,speciality,max_stay,package_inclusions,package_exclusions,tier1_code,tier1_rate,tier2_code,tier2_rate,tier3_code,tier3_rate,tier4_code,tier4_rate
STAR_HEALTH,Star Health Package 2022,,DHS Hemiarthroplasty (Excluding Cost of Implant),ORTHOPAEDICS,,"L1,L3",,PVT,69000,SEMI,62100,GEN,55200,,
STAR_HEALTH,Star Health Package 2022,,Femur Shaft Fracture Proximal / Middle Distal (Excluding Cost of Implant),ORTHOPAEDICS,,"L1,L3,L4",,PVT,54050,SEMI,48645,GEN,43240,,
STAR_HEALTH,Star Health Package 2022,,Tibia Fracture Proximal / Unicondylar / Middle / Distal ORIF/oRIF (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,58000,SEMI,52200,GEN,46400,,
STAR_HEALTH,Star Health Package 2022,,Tibia Fracture Proximal/ Bicondylar ORIF/ORIF (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,58500,SEMI,52000,GEN,65550,,
STAR_HEALTH,Star Health Package 2022,,Anthrodesis Wrist / Ankle Subtalar (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,54000,SEMI,48000,GEN,52900,,
STAR_HEALTH,Star Health Package 2022,,Calcaneal Fracture. With Plates (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,62000,SEMI,55800,GEN,49600,,
STAR_HEALTH,Star Health Package 2022,,Open Reduction and Internal Flxation Of Shoulder /Humerous (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,64000,SEMI,57600,GEN,51200,,
STAR_HEALTH,Star Health Package 2022,,Open Reduction and Interna Fixation Of Elbow (Excluding Cost of Implant),ORTHOPAEDICS,,"L1,L3,L4",,PVT,57500,SEMI,51750,GEN,46000,,
STAR_HEALTH,Star Health Package 2022,,Open Reduction Internal Fixation Fracture Of Both Bones Forearm(Excluding Cost of Implant),ORTHOPAEDICS,,"L1,L3",,PVT,66700,SEMI,60030,GEN,53360,,
STAR_HEALTH,Star Health Package 2022,,Open Reduction Internal Flxation Fracture Of Single Bone Forearm / Wrist (Excluding Cost of Implant),ORTHOPAEDICS,,"L1,L3",,PVT,55000,SEMI,49500,GEN,44000,,
STAR_HEALTH,Star Health Package 2022,,Scaphoid Fracture Fixation (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,69000,SEMI,62100,GEN,55200,,
STAR_HEALTH,Star Health Package 2022,,Arthroscopic Debridment And Sinovectomy,ORTHOPAEDICS,,"L1,L3",,PVT,55000,SEMI,49500,GEN,44000,,
STAR_HEALTH,Star Health Package 2022,,Shoulder Arthroscopic Bankart Repair_ Rotator Cutt Repair (Excluding Cost of Implant),ORTHOPAEDICS,,,,PVT,60950,SEMI,54855,GEN,48760,,
STAR_HEALTH,Star Health Package 2022,,Shoulder Arthroscopy / Open - Sub Acrominal Decompression (Excluding Cost of Implant),ORTHOPAEDICS,,,,PVT,62100,SEMI,55890,GEN,49680,,
STAR_HEALTH,Star Health Package 2022,,ACL Reconstruction / Repair (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,65000,SEMI,58500,GEN,52000,,
STAR_HEALTH,Star Health Package 2022,,MCL Reconstruction /Repair (Excluding Cost of Implant),ORTHOPAEDICS,,,,PVT,65000,SEMI,58500,GEN,52000,,
STAR_HEALTH,Star Health Package 2022,,ACL & PCL Reconstruction/ Repair (Excluding Cost of Implant),ORTHOPAEDICS,,,,PVT,102350,SEMI,92115,GEN,81880,,
STAR_HEALTH,Star Health Package 2022,,Laminectomy/Discectomy (Exduding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,77050,SEMI,69345,GEN,61640,,
STAR_HEALTH,Star Health Package 2022,,(Stabilization Of Cervical Spine (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,79350,SEMI,71415,GEN,63480,,
STAR_HEALTH,Star Health Package 2022,,Thoraco/Lumbar Global Flxation/Bone Graft (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,95000,SEMI,85500,GEN,76000,,
STAR_HEALTH,Star Health Package 2022,,Thoraco/Lumbar Anterlor Interbody Fixation /Bone Graft (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,95000,SEMI,85500,GEN,76000,,
STAR_HEALTH,Star Health Package 2022,,Carpel Tunnel Release Unilateral,ORTHOPAEDICS,,,,PVT,21850,SEMI,19665,GEN,17480,,
STAR_HEALTH,Star Health Package 2022,,Carpel Tunnel Release Bilateral,ORTHOPAEDICS,,"L1,L2,L3,L4",,PVT,31050,SEMI,27945,GEN,10350,,
STAR_HEALTH,Star Health Package 2022,,Implant Removal Of Small Bones,ORTHOPAEDICS,,"L1,L3",,PVT,17250,SEMI,15525,GEN,13800,,
STAR_HEALTH,Star Health Package 2022,,Implant Removal Of  Large Bones,ORTHOPAEDICS,,L1,,PVT,32200,SEMI,28980,GEN,25760,,
STAR_HEALTH,Star Health Package 2022,,Implant Removal Of Spine,ORTHOPAEDICS,,L1,,PVT,45000,SEMI,40500,GEN,36000,,
STAR_HEALTH,Star Health Package 2022,,Bone Grafting for Non Union Of Small Bones (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,38000,SEMI,34200,GEN,30400,,
STAR_HEALTH,Star Health Package 2022,,Bone Grafting for Non Union Of Large Bones (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,48000,SEMI,43200,GEN,38400,,
STAR_HEALTH,Star Health Package 2022,,Acetabular Fracture Fixation (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,90000,SEMI,81000,GEN,72000,,
STAR_HEALTH,Star Health Package 2022,,Pelvis Fracture Exteral Fixation (Excluding Cost of Implant),ORTHOPAEDICS,,L1,,PVT,80000,SEMI,72000,GEN,64000,,
STAR_HEALTH,Star Health Package 2022,,Reduction Of Dislocation In GA,ORTHOPAEDICS,,"L1,L3,L4",,PVT,10350,SEMI,9315,GEN,8280,,
STAR_HEALTH,Star Health Package 2022,,Amputation Of Digit - Single,ORTHOPAEDICS,,"L1,L3,L4",,PVT,48300,SEMI,43470,GEN,38640,,
STAR_HEALTH,Star Health Package 2022,,Amputation Of Digit - Multiple,ORTHOPAEDICS,,"L1,L3",,PVT,57500,SEMI,51750,GEN,46000,,
STAR_HEALTH,Star Health Package 2022,,Amputation Of Above Elbow/Knee,ORTHOPAEDICS,,L1,,PVT,60950,SEMI,54855,GEN,48760,,
STAR_HEALTH,Star Health Package 2022,,100 Amputation Of Below Elbow/Knee,ORTHOPAEDICS,,"L1,L3",,PVT,60950,SEMI,54855,GEN,48760,,
STAR_HEALTH,Star Health Package 2022,,101 (Small Wound Debridement (Day Care),ORTHOPAEDICS,,,,PVT,29900,SEMI,26910,GEN,23920,,
STAR_HEALTH,Star Health Package 2022,,102 [Large Wound Debridement,ORTHOPAEDICS,,"L1,L3",,PVT,66700,SEMI,60030,GEN,53360,,
STAR_HEALTH,Star Health Package 2022,,103 PCNL Stenting- Unilateral (Including Cost of Stent),ORTHOPAEDICS,,"L1,L3,L4",,PVT,42550,SEMI,38295,GEN,34040,,
STAR_HEALTH,Star Health Package 2022,,104 PCNL Stenting- Bilateral (Including Cost of Stent),ORTHOPAEDICS,,L3,,PVT,57500,SEMI,51750,GEN,46000,,
STAR_HEALTH,Star Health Package 2022,,105 Prostate Removal - TURP,ORTHOPAEDICS,,L1,,PVT,51750,SEMI,46575,GEN,41400,,
STAR_HEALTH,Star Health Package 2022,,106 Prostate Removal - Open,ORTHOPAEDICS,,L3,,PVT,52900,SEMI,47610,GEN,42320,,
STAR_HEALTH,Star Health Package 2022,,107 Prostate Remova Holmium/Diode - Including LASER Cost,ORTHOPAEDICS,,"L1,L4",,PVT,59800,SEMI,53820,GEN,47840,,
STAR_HEALTH,Star Health Package 2022,,108 Meatotomy (Dav ' Care),ORTHOPAEDICS,,"L1,L3",,PVT,12650,SEMI,11385,GEN,10120,,
STAR_HEALTH,Star Health Package 2022,,"110 Renal Transplant Surgery ( All Inclusive, except organ)",ORTHOPAEDICS,,"L1,L4",,PVT,476000,SEMI,6900,GEN,6900,,
STAR_HEALTH,Star Health Package 2022,,112 Cystoscopy (Therapeutic),ORTHOPAEDICS,,"L1,L3,L4",,PVT,6900,SEMI,6210,GEN,5520,,
STAR_HEALTH,Star Health Package 2022,,113 Cystoscopy URS With DJ Stenting (Unilateral),ORTHOPAEDICS,,"L1,L4",,PVT,28750,SEMI,25875,GEN,23000,,
STAR_HEALTH,Star Health Package 2022,,114 Nephrectomy Open,ORTHOPAEDICS,,L1,,PVT,63250,SEMI,56925,GEN,50600,,
STAR_HEALTH,Star Health Package 2022,,115 Nephrectomy Lap,ORTHOPAEDICS,,L1,,PVT,70150,SEMI,63135,GEN,56120,,
STAR_HEALTH,Star Health Package 2022,,116 Nephrolithomy/Pyelolithotomy,ORTHOPAEDICS,,L1,,PVT,63250,SEMI,56925,GEN,50600,,
STAR_HEALTH,Star Health Package 2022,,117 Orchidectomy Unilateral,ORTHOPAEDICS,,L1,,PVT,31050,SEMI,27945,GEN,24840,,
STAR_HEALTH,Star Health Package 2022,,118 Orchidectomy Bilateral,ORTHOPAEDICS,,L1,,PVT,47150,SEMI,42435,GEN,37720,,
STAR_HEALTH,Star Health Package 2022,,119 ESWL (Extracorporeal Shock Wave Lithotripsy) (Day Care),ORTHOPAEDICS,,L1,,PVT,25300,SEMI,22770,GEN,20240,,
STAR_HEALTH,Star Health Package 2022,,Cystoscopy _ URS Iithotripsy 120 Including Cost of DJ Stentingand LASER,ORTHOPAEDICS,,"L1,L3",,PVT,34000,SEMI,30600,GEN,27200,,
STAR_HEALTH,Star Health Package 2022,,121 VP Shunting,NEUROSURGERY,,"L1,L2,L3,L4",,PVT,78200,SEMI,70380,GEN,62560,,
STAR_HEALTH,Star Health Package 2022,,122 Craniotomy with Evacuation of Haemotoma,NEUROSURGERY,,L1,,PVT,129000,SEMI,116100,GEN,103200,,
STAR_HEALTH,Star Health Package 2022,,123 Decompressive Cranectomy,NEUROSURGERY,,"L1,L3",,PVT,114000,SEMI,102600,GEN,91200,,
STAR_HEALTH,Star Health Package 2022,,124 Varicose Veins - Surgical,NEUROSURGERY,,L1,,PVT,57500,SEMI,51750,GEN,46000,,
STAR_HEALTH,Star Health Package 2022,,125 Varicose Veins (Laser or Radio Frequency Ablation),NEUROSURGERY,,L1,,PVT,62100,SEMI,55890,GEN,49680,,
